id,lat,lng,name,area
685_08,10.744048290417078,-74.79479502464174,,0.01
758_08,10.906907014682464,-74.77842455478736,,0.0
770_08,10.310850347141614,-74.90713308430396,,0.0
832_08,10.907059053367917,-74.9844823675711,,0.02
849_08,10.74052265656661,-74.98267412622566,,0.01
001_11,4.316110826278988,-74.1810758587671,,0.13
001_13,10.448865870755117,-75.47011778932738,,0.05
006_13,8.622946703167154,-74.47806271169134,,0.08
030_13,8.757478530595835,-74.19515687152956,,0.02
042_13,8.340999179147433,-74.1069757406255,,0.04
052_13,10.164591107380634,-75.37140227011668,,0.05
062_13,10.24171804689524,-75.02690421505746,,0.01
074_13,8.836194966891707,-74.1627164915388,,0.04
140_13,10.218828492068338,-75.00119474542402,,0.02
160_13,7.2392313693300645,-74.10014166125748,,0.07
188_13,9.235268597258415,-74.68840961473578,,0.01
212_13,9.540047514322639,-74.89445634645453,,0.05
222_13,10.556636952873127,-75.31446653224214,,0.01
244_13,9.69981987604699,-75.15793572559231,,0.08
248_13,10.034832722039384,-74.92810816526931,,0.03
268_13,8.864818785902903,-73.91230147162842,,0.03
433_13,10.177951429816357,-75.17985966631443,,0.04
440_13,9.05460160217597,-74.22584705889,,0.02
442_13,9.976295313148523,-75.34366915096264,,0.05
458_13,8.017100239698996,-74.46342911215237,,0.17
468_13,9.142510843530419,-74.54520256119177,,0.05
473_13,8.253703421240154,-73.97133550780644,,0.11
490_13,8.506134759635685,-74.11588911511424,,0.03
549_13,8.871589712517512,-74.38587828759435,,0.06
580_13,8.72201814778945,-73.85117881036119,,0.02
600_13,8.493022571796928,-73.9970335288652,,0.07
620_13,10.36972087033448,-75.07333835233369,,0.0
647_13,10.364681918813018,-75.20523486795267,,0.02
654_13,9.835362010525763,-75.1060920093091,,0.04
655_13,8.237510288212833,-74.66839997626603,,0.05
657_13,9.967958475119861,-75.06572479391386,,0.05
667_13,8.787684409299544,-74.01033416106526,,0.04
670_13,7.422367280818031,-74.13566444267363,,0.17
673_13,10.64983831864792,-75.2654766716709,,0.01
683_13,10.469207929964515,-75.3611607663004,,0.01
688_13,7.772519172580014,-74.26272842584069,,0.2
744_13,7.851313176352761,-73.983717536152,,0.11
760_13,10.332090313282956,-75.11699225680174,,0.01
780_13,9.313446557496782,-74.64010215652073,,0.02
810_13,8.492346658210362,-74.29676533447332,,0.06
836_13,10.353108383878613,-75.37971233981786,,0.02
838_13,10.216049698805344,-75.470377715073,,0.02
873_13,10.44491319794389,-75.26736275433973,,0.01
894_13,9.7451470206099,-74.88067036727844,,0.03
300_13,8.983835727234338,-74.14708202362287,,0.02
650_13,9.0912654713035,-74.35870666413787,,0.03
430_13,9.169512202813317,-74.74729523573703,,0.09
001_15,5.518472614841599,-73.3780185558108,,0.01
022_15,4.954825080920563,-73.38813424469228,,0.0
047_15,5.437416372666459,-72.87149471123743,,0.08
051_15,5.749565293548057,-73.43887966624563,,0.01
087_15,6.005059264773587,-72.8936988734034,,0.01
090_15,5.232058449667666,-73.10117397818514,,0.0
092_15,5.920858932820413,-72.84857876335646,,0.01
097_15,6.337515625394358,-72.62021238954532,,0.01
104_15,5.439856215951661,-73.38136993831114,,0.0
106_15,5.67550997616133,-73.90932681502126,,0.01
109_15,5.489399418847754,-73.95066254560639,,0.01
114_15,5.8434837306488525,-72.87574622973096,,0.0
131_15,5.575990668410476,-73.88057507741922,,0.01
135_15,5.0068625358575405,-73.14467030214638,,0.02
162_15,5.962013698193786,-72.96447288391747,,0.01
172_15,5.202971638516943,-73.34048073576878,,0.01
176_15,5.6224880244311235,-73.80424531151945,,0.01
183_15,6.091468484744624,-72.43903173780738,,0.06
185_15,5.984394625320501,-73.42582375076762,,0.01
187_15,5.563881085916238,-73.26331583185,,0.0
189_15,5.393059632984696,-73.28205771619311,,0.0
204_15,5.68764693669059,-73.3292876164375,,0.01
212_15,5.442983446960748,-74.02782955924171,,0.01
215_15,5.824545819373969,-72.84544844795467,,0.0
377_15,5.5413781317962485,-72.59038460089873,,0.05
380_15,5.113167101622733,-73.45923707669313,,0.0
401_15,5.51672422294567,-74.22873179591056,,0.0
403_15,6.265126190471803,-72.55551084840096,,0.01
542_15,5.498483324070284,-73.07837993040442,,0.02
550_15,5.743493792738127,-72.44579042962049,,0.04
572_15,5.953466653834408,-74.45285810164268,,0.12
580_15,5.561541199889494,-74.21793409904038,,0.01
755_15,5.934920381502132,-72.55912903694785,,0.05
757_15,5.960498835486462,-72.6823978414443,,0.01
759_15,5.667955859849082,-72.88630333423308,,0.02
761_15,4.970974064246763,-73.42878785193882,,0.0
842_15,5.217241368248335,-73.46338476777625,,0.01
861_15,5.383385480996442,-73.52097942352154,,0.01
879_15,5.440558215819646,-73.26627455616435,,0.01
897_15,5.285635982616129,-73.16763091210929,,0.02
218_15,6.519521476217344,-72.74020420883758,,0.01
224_15,5.527104109196012,-73.44598645887568,,0.0
226_15,5.587754489361321,-72.93953686331174,,0.0
232_15,5.643075647885668,-73.44562390675611,,0.01
236_15,4.871181605352299,-73.36142379200247,,0.01
238_15,5.890602514594664,-73.06709484333584,,0.02
244_15,6.353363176883457,-72.41923751881374,,0.02
248_15,6.508240555535481,-72.4804962472707,,0.01
272_15,5.673676631375312,-73.0198337212371,,0.01
276_15,5.858992109717349,-72.92499826476049,,0.01
293_15,5.744105974745591,-73.54265519631112,,0.01
296_15,5.8033313428771,-72.735502436016,,0.01
299_15,5.0894666505404,-73.3143027224706,,0.02
317_15,6.445438546235824,-72.51635332263693,,0.0
322_15,5.014508309801779,-73.488123515558,,0.0
325_15,4.931424341081652,-73.4966337235863,,0.01
362_15,5.61736601591308,-72.96986504442074,,0.0
367_15,5.3771517520002625,-73.37694967535668,,0.0
368_15,6.145459486804332,-72.58580854920885,,0.01
407_15,5.6657624240043765,-73.51494800267737,,0.01
425_15,4.980176495053899,-73.29413694602985,,0.02
442_15,5.569810633243634,-74.02003127203825,,0.01
455_15,5.150953297094634,-73.17896721708823,,0.02
464_15,5.709712458789337,-72.69158157047235,,0.03
466_15,5.6973522273817485,-72.83298664191294,,0.01
469_15,5.8633704847421075,-73.55852537776084,,0.02
476_15,5.606192448521552,-73.37734266506874,,0.0
480_15,5.525346221477001,-74.1165767903988,,0.01
491_15,5.778759851009333,-72.93268323654408,,0.0
494_15,5.354701484450193,-73.44873424070646,,0.0
500_15,5.610787844132732,-73.27991905345137,,0.0
507_15,5.753787786407302,-74.19719422597639,,0.04
511_15,5.148323876440192,-73.39951219230703,,0.01
514_15,5.095211034686289,-73.00435862641243,,0.03
516_15,5.826771537336349,-73.13795246104027,,0.02
518_15,5.382328948471614,-72.6967267418147,,0.03
522_15,6.443299757809841,-72.46182431183497,,0.0
531_15,5.688801558989139,-74.00504121466224,,0.02
533_15,5.621242742228285,-72.36929059763119,,0.04
537_15,6.028699364816928,-72.76752623879639,,0.01
599_15,5.319934091649241,-73.3107789962547,,0.01
600_15,5.496268620542678,-73.62894437606502,,0.02
621_15,5.379947878952554,-73.19650994690156,,0.02
632_15,5.699926051063733,-73.74799465555395,,0.02
638_15,5.5734648820685315,-73.54310200251163,,0.01
646_15,5.470539970079519,-73.52117560360796,,0.01
660_15,5.234614685508954,-73.04914066865892,,0.01
664_15,5.9941540879727,-73.54386522357609,,0.01
667_15,4.815272170173685,-73.12378208241316,,0.04
673_15,6.406888641598547,-72.55962759194693,,0.01
676_15,5.532326921805089,-73.74715897827878,,0.01
681_15,5.677345065861177,-74.11403748602277,,0.02
686_15,6.057614970526198,-73.489748282423,,0.01
690_15,4.823002555618759,-73.25377506196959,,0.03
693_15,5.892950300409248,-72.99172780351427,,0.01
696_15,5.731602715455529,-73.60366286916188,,0.01
720_15,6.132117929793208,-72.73032415379868,,0.01
723_15,6.070662374790197,-72.71538190423068,,0.0
740_15,5.498747700364197,-73.21681777825792,,0.01
753_15,6.323088044410206,-72.69604089305558,,0.01
762_15,5.5805731907807585,-73.44371837530113,,0.0
763_15,5.7853230402948395,-73.25303488994126,,0.02
764_15,5.494890460695271,-73.31899996518136,,0.0
774_15,6.215200577339925,-72.71575634101215,,0.01
776_15,5.6400307589461045,-73.62598772725116,,0.01
778_15,5.026857162315077,-73.43351065830477,,0.0
790_15,5.882294313218077,-72.72626817260225,,0.02
798_15,5.071413138354724,-73.42479698809133,,0.0
804_15,5.301116648531492,-73.39325209455053,,0.01
806_15,5.747329388475755,-73.01114724369079,,0.01
808_15,5.577566496852869,-73.67614572072041,,0.01
810_15,6.420353489479784,-72.69463583359351,,0.01
814_15,5.580254286614009,-73.16069690193278,,0.01
816_15,5.921830061854613,-73.48921805509757,,0.01
820_15,5.765350303052957,-72.83672957553466,,0.0
822_15,5.489194906633195,-73.00534460149227,,0.02
832_15,5.720301515986415,-73.94330926462992,,0.0
835_15,5.305697418054155,-73.50908713771594,,0.01
837_15,5.672195418887734,-73.18303251429055,,0.01
839_15,6.078051903083301,-72.857078318798,,0.01
180_15,6.689118059560114,-72.41795674783229,,0.05
223_15,6.886954877476064,-72.18156284933966,,0.1
332_15,6.5669917647288765,-72.25599333539778,,0.08
001_17,5.08343184858724,-75.50728185014735,,0.04
013_17,5.59677537495225,-75.45035819623808,,0.04
486_17,5.183355595803321,-75.50692421541744,,0.03
446_17,5.235585244117187,-75.28316647922716,,0.03
444_17,5.309142491193347,-75.04117892247734,,0.01
442_17,5.4926315421438945,-75.6020998192594,,0.0
433_17,5.232953909723659,-75.15263447207826,,0.02
388_17,5.393185715657472,-75.55791070733065,,0.01
380_17,5.540526576800206,-74.71229574591521,,0.04
272_17,5.285741338969444,-75.58978730368105,,0.02
174_17,4.987116117234095,-75.66712691445065,,0.01
088_17,4.994659551825728,-75.81227666158365,,0.01
050_17,5.2655399687783095,-75.47392619446632,,0.01
042_17,5.200292941881718,-75.75288792690725,,0.02
495_17,5.638062349228291,-74.85492707202225,,0.02
877_17,5.047810095163734,-75.87930684653567,,0.01
873_17,4.940211591179237,-75.43544013659346,,0.04
867_17,5.4475428587049475,-74.83622501659634,,0.05
777_17,5.452948442560498,-75.64035222639845,,0.01
665_17,5.070687075613263,-75.81353971719088,,0.0
662_17,5.540285799928224,-74.99368485826172,,0.06
653_17,5.370332424764374,-75.40962176634679,,0.03
616_17,5.1121781262139505,-75.7588462271641,,0.01
541_17,5.407187835652782,-75.16683996202431,,0.04
524_17,5.050349301960498,-75.6617731560237,,0.01
513_17,5.500035034527394,-75.48245056493833,,0.02
614_17,5.4422771367256955,-75.75220844702602,,0.03
001_18,1.7491387037703143,-75.55823906432572,,0.21
029_18,1.227551190321646,-75.88212122314019,,0.03
094_18,1.500922864826076,-75.87564538770181,,0.1
247_18,1.7913859035070208,-75.19394415492263,,0.09
256_18,1.6177463559468608,-75.23404333415921,,0.1
410_18,1.3028604422750636,-75.23572731876901,,0.14
460_18,1.1466925539269768,-75.38664763840332,,0.1
479_18,1.3829961096715535,-75.67381123360934,,0.04
610_18,1.3043629275356392,-76.10918011282371,,0.11
860_18,1.0612922065442687,-75.62704766744935,,0.11
150_18,0.6476930812098086,-74.27235499081922,,1.04
753_18,1.6064617737632463,-74.25342867658053,,1.64
756_18,0.21128084554163595,-73.12386789892099,,3.44
785_18,0.9092654568964335,-75.63840045466287,,0.04
205_18,1.058355119295543,-75.95236611476341,,0.03
592_18,2.0189408912425133,-75.07308626732708,,0.34
001_19,2.4717030666214415,-76.59194764378151,,0.04
022_19,1.9124405206908266,-76.83494519423591,,0.02
050_19,2.3293372828446595,-77.26314906025274,,0.06
075_19,2.0847329447301,-77.20881330187602,,0.03
100_19,1.8539519380489895,-76.9633745378093,,0.06
110_19,3.045902657869752,-76.67901296436419,,0.04
130_19,2.64321032904928,-76.70138887099621,,0.04
137_19,2.810328239721245,-76.46451611549476,,0.03
142_19,3.045167740242078,-76.36644347495502,,0.02
212_19,3.136753605448077,-76.20964569251467,,0.03
290_19,1.6945347403176814,-77.08735723393417,,0.0
300_19,3.1446729564274185,-76.39174162660282,,0.01
355_19,2.499058783005664,-76.13762531191391,,0.07
364_19,2.8498019962781336,-76.31124917779431,,0.02
392_19,2.187473572039596,-76.78228031996866,,0.02
397_19,2.0539334258593405,-76.75880620388385,,0.04
450_19,1.7938251639477847,-77.18060381186699,,0.06
473_19,2.8147654694263373,-76.75096255126051,,0.04
513_19,3.1947306178044683,-76.33624180277353,,0.01
517_19,2.7338877015782,-75.99368263755302,,0.15
532_19,2.1481653977969604,-77.05792708039779,,0.06
533_19,1.1523235003161936,-76.30547251709872,,0.09
548_19,2.714457273337862,-76.56471898169818,,0.01
573_19,3.2667241955862156,-76.41846353167452,,0.01
585_19,2.28177597401825,-76.37115635873225,,0.07
622_19,2.250876765071792,-76.75292756947213,,0.01
693_19,1.8562618150593995,-76.71652423618121,,0.03
698_19,2.9844673374018194,-76.49873145341759,,0.04
701_19,1.5200217895419947,-76.53876280614092,,0.29
743_19,2.651291893653704,-76.35057356277062,,0.06
760_19,2.2318172176142848,-76.61145871603155,,0.04
780_19,2.9368659964714388,-76.74582429598888,,0.03
785_19,2.0577351840832225,-76.90993964752849,,0.01
807_19,2.3696018803549075,-76.71051982874671,,0.02
821_19,2.97577227892723,-76.20331874878148,,0.04
824_19,2.504500980846685,-76.39047841779504,,0.03
256_19,2.53448831145048,-77.0051120648882,,0.22
318_19,2.4132669601466277,-77.69047530517098,,0.21
418_19,3.001538964087137,-77.21841209303177,,0.27
809_19,2.6994751267606163,-77.49131576508564,,0.17
845_19,3.180627304211499,-76.46445559248154,,0.01
455_19,3.228235991622291,-76.21670925545602,,0.02
032_20,9.510727924324021,-73.94214641077718,,0.05
060_20,9.946280306620189,-73.8662667139032,,0.05
175_20,9.218781864225349,-73.75267124252773,,0.11
178_20,9.42664835320388,-73.5479789439484,,0.09
228_20,9.23877133191865,-73.48810861201085,,0.08
238_20,10.199953562976754,-73.91282063600119,,0.08
250_20,9.681728680464554,-73.69343298853099,,0.07
295_20,8.337726947783692,-73.70649188347775,,0.03
310_20,8.405516521332595,-73.37537308502365,,0.01
383_20,8.621332114379136,-73.63309375903573,,0.07
400_20,9.551340465296612,-73.3206839930857,,0.06
443_20,10.39095507256837,-72.9916853943764,,0.01
517_20,8.938916143164333,-73.57247212517082,,0.04
550_20,8.764116733379097,-73.6329554642869,,0.03
614_20,8.201070244711381,-73.48750126456629,,0.05
710_20,7.814390590786732,-73.45371975066072,,0.05
750_20,10.169527120426967,-73.28798270258336,,0.05
787_20,8.902075011926927,-73.76339619717814,,0.04
001_20,10.382325256492688,-73.46314538960681,,0.35
013_20,9.94921590754524,-73.22358244080002,,0.14
045_20,9.727732938705813,-73.25250522237712,,0.1
621_20,10.164246525920053,-73.19075496089319,,0.09
570_20,10.4669619269565,-73.58855136412275,,0.06
770_20,7.9377884539348065,-73.54436312152102,,0.08
011_20,8.24873516735708,-73.62274060353599,,0.07
001_23,8.584704877920505,-75.95054683269395,,0.26
068_23,8.265768687844744,-75.04868435693959,,0.16
079_23,8.191397952698157,-75.43382531903184,,0.07
090_23,8.724095474899093,-76.23779103114225,,0.03
162_23,8.891041424955784,-75.83462327004442,,0.02
168_23,9.110259467434267,-75.65238100668066,,0.03
182_23,9.027493955801113,-75.35667582145845,,0.05
189_23,8.841816872880617,-75.60779900042411,,0.05
300_23,9.056989017454892,-75.7789652754356,,0.01
350_23,8.052218421252755,-75.28816022006635,,0.02
417_23,9.165042344924977,-75.9097852929962,,0.08
419_23,8.839037042563557,-76.29492648392839,,0.03
464_23,9.265461620931205,-75.65090876203772,,0.01
500_23,9.190525910410003,-76.11926206081185,,0.02
555_23,8.290296745974917,-75.61237814345417,,0.09
570_23,8.481339567768085,-75.40516154224474,,0.07
574_23,8.988667730301877,-76.1940591245247,,0.03
586_23,9.282386126602315,-75.72129392070784,,0.01
660_23,8.799009308740684,-75.42925648677023,,0.08
670_23,9.121286726248433,-75.52092833326175,,0.02
672_23,9.359670385630107,-75.78699822808082,,0.02
675_23,9.330003441958324,-75.97623699120629,,0.03
678_23,8.706467947514,-75.6925210723366,,0.04
682_23,7.753045614449168,-75.56724793466203,,0.04
686_23,8.987783526555909,-75.90956267821952,,0.04
815_23,9.224631016508562,-75.54410647300786,,0.01
855_23,8.219908772820707,-76.22133849389292,,0.08
466_23,7.8863229236032355,-75.76068222980054,,0.13
580_23,7.711546130755833,-75.77122111773689,,0.13
807_23,7.813902238787849,-76.16846575389073,,0.4
019_25,4.891121637321433,-74.44278431660703,,0.0
035_25,4.559948003185948,-74.52571349222806,,0.01
040_25,4.789313577401718,-74.46194218360596,,0.01
053_25,4.232787125166301,-74.39576219940139,,0.01
086_25,4.719684090953236,-74.75631812948775,,0.01
095_25,4.84782031763191,-74.52862744811048,,0.0
099_25,4.691668428168725,-74.3289880826203,,0.01
120_25,3.9186192397756208,-74.44615605974273,,0.03
123_25,4.723063341294921,-74.45919528263036,,0.0
126_25,4.930699118220303,-74.0297462689541,,0.0
148_25,5.3815013992239065,-74.52123594709326,,0.05
151_25,4.402259456395265,-73.94482435050884,,0.01
154_25,5.33885655625424,-73.92614817224771,,0.02
168_25,4.95425174994198,-74.63090138486383,,0.01
178_25,4.425778925563026,-74.05946979955505,,0.01
181_25,4.582965196648722,-73.91287722867797,,0.02
183_25,5.118419270567998,-73.68068583080988,,0.02
200_25,5.103123295981402,-73.97537669885224,,0.01
214_25,4.788314777503541,-74.1233843392045,,0.0
224_25,5.230308104627056,-73.78001884876039,,0.01
245_25,4.556947584608978,-74.42658389788052,,0.01
258_25,5.261728243351793,-74.30830563920036,,0.01
269_25,4.834049807480076,-74.3380335660835,,0.01
279_25,4.528568462221828,-73.79705266615404,,0.04
281_25,4.316280071981576,-73.95286783773214,,0.01
286_25,4.743997121160108,-74.19865989799654,,0.01
288_25,5.41628890205248,-73.77059828908091,,0.01
293_25,4.654955129550488,-73.5105538141376,,0.03
295_25,5.010019530084328,-73.87671758994247,,0.0
297_25,4.867551134169394,-73.61773287199667,,0.02
299_25,4.72357346432765,-73.60054441447636,,0.01
312_25,4.52348488396646,-74.33724619207119,,0.0
317_25,5.387291541751238,-73.69328234129011,,0.01
320_25,5.173554763705028,-74.64014650738456,,0.06
322_25,4.801276831338454,-73.84643485242556,,0.03
324_25,4.512302848000445,-74.78184975678533,,0.01
326_25,4.911587629729011,-73.78648580280007,,0.02
328_25,4.879395719919846,-74.48347679238671,,0.01
335_25,4.231877452982868,-73.83543967168163,,0.02
339_25,4.16608956247929,-74.02465270165894,,0.04
368_25,4.571350253577947,-74.68915853647509,,0.02
372_25,4.705170789195395,-73.69247873238756,,0.03
377_25,4.700795340779239,-73.92940669341357,,0.03
386_25,4.650770809010362,-74.47321873289164,,0.01
394_25,5.333400646063871,-74.40807862958141,,0.02
398_25,5.204610698245612,-74.40786403340812,,0.01
402_25,4.978619842057487,-74.33936061139602,,0.01
407_25,5.3036371703141265,-73.68153227661021,,0.01
426_25,5.040349197823571,-73.61738240904111,,0.02
430_25,4.772709975445193,-74.25973627763295,,0.01
436_25,4.976881151008672,-73.56313740607324,,0.01
438_25,4.484437919243081,-73.40598486805504,,0.1
483_25,4.407952014436837,-74.80565316971418,,0.0
486_25,5.093710735142371,-73.88380665002708,,0.01
488_25,4.294822945281986,-74.61468197032679,,0.02
489_25,5.133744481755889,-74.39638895768886,,0.0
491_25,5.066110761268625,-74.3897547578731,,0.01
506_25,4.063342073345737,-74.45259795512607,,0.01
513_25,5.168367633928076,-74.16336544251868,,0.03
518_25,5.387647344861793,-74.16395695601933,,0.01
524_25,4.180497267438056,-74.47112129732066,,0.01
530_25,4.452343244692039,-73.1869857779595,,0.07
535_25,4.293733838123412,-74.27396979114756,,0.02
572_25,5.619752747709287,-74.58019230338698,,0.04
580_25,4.691336253286074,-74.6807440358682,,0.02
592_25,5.099981029625152,-74.49451069739932,,0.01
594_25,4.334591803500936,-73.85264669971491,,0.01
596_25,4.715072642323584,-74.55411258757042,,0.01
599_25,4.520371909337603,-74.57843377119242,,0.01
612_25,4.307363540634173,-74.7294333555795,,0.01
645_25,4.599741356657453,-74.34490341582925,,0.01
649_25,4.140959425296603,-74.35397780579648,,0.02
653_25,5.314600423111868,-74.07232077066081,,0.02
658_25,4.9641007032965065,-74.27217128579406,,0.01
718_25,4.946805263204547,-74.4123092121092,,0.01
736_25,5.0087750118487495,-73.78095565108629,,0.01
743_25,4.436967140323333,-74.37050903009869,,0.01
